ID2,ID1,Flag,SITENAME,LONDD,LATDD,tjan,tfeb,tmar,tapr,tmay,tjun,tjul,taug,tsep,toct,tnov,tdec,pjan,pfeb,pmar,papr,pmay,pjun,pjul,paug,psep,poct,pnov,pdec,sjan,sfeb,smar,sapr,smay,sjun,sjul,saug,ssep,soct,snov,sdec,tave,tmax,tmin,gdd0,gdd5,chill,mtco,mtwa,mipt,aaetpt,apetpt,miptev,aaetptev,apetptev,miptdc,aaetptdc,apetptdc,totsnopt,annp,pjanpann,pjulpann,tmam,tjja,tson,tdjf,pmam,pjja,pson,pdjf,smam,sjja,sson,sdjf
177,183,,Sinkhole Pond,-70.35,43.967,-6.8,-5.4,0.2,6.2,12.3,17.6,20.8,19.9,15.3,9.4,3.3,-3.7,90,86,101,103,92,90,84,81,80,99,128,115,50.6,53.2,51.3,50.3,51.3,53.7,57.7,58.6,56.8,52.5,42.7,44.8,7.425,38,-34.7,3182.9,2003.4,154,-6.8,20.8,0.6878,519.9226,755.8805,0.6908,501.7952,726.4384,0.7061,450.7638,638.388,396.1055,1149,0.0783,0.0731,6.233333333333334,19.433333333333334,9.333333333333334,-2.4,98.66666666666667,85,102.33333333333333,111,50.96666666666666,56.666666666666664,50.666666666666664,46.03333333333333
178,184,,Loon Pond,-68.2,45.033,-9.1,-8.1,-1.8,4.5,10.9,16.4,19.4,18.3,13.3,7.9,1.8,-6,95,88,86,93,93,86,89,86,94,99,130,117,37.2,41.9,42.2,42.7,45.6,47.1,49.8,51.7,47.9,43.2,33.8,32.4,5.625,36.1,-34.1,2790.2,1691.4,169,-9.1,19.4,0.7441,493.4555,663.1536,0.7588,477.2133,628.9245,0.7865,432.0147,549.3033,452.1766,1156,0.0822,0.077,4.533333333333334,18.03333333333333,7.666666666666668,-4.433333333333334,90.66666666666667,87,107.66666666666667,114,43.5,49.53333333333334,41.63333333333333,34.46666666666666
179,185,,Wild Spear Lake,-114.15,59.25,-23.9,-20.1,-13.7,-2.2,6.5,12,14.4,12.7,6.4,-0.1,-12.5,-20.7,26,20,22,19,34,50,67,52,38,27,33,24,31,44.4,48.9,55.6,54.7,52.5,54.1,52.2,37.4,33.9,23.2,19.8,-3.4333333333333336,32,-56.8,1566.2,792,231,-23.9,14.4,0.8215,368.5594,448.6356,0.8359,353.727,423.1831,0.8469,300.2899,354.5898,164.8924,412,0.0631,0.1626,-3.133333333333333,13.033333333333331,-2.0666666666666664,-19.033333333333335,25,56.333333333333336,32.666666666666664,27.666666666666668,53.06666666666666,52.93333333333334,31.5,24.666666666666668
180,186,,Lac Demain,-118.7,62.05,-27.3,-23.8,-17.9,-5.2,4.8,11.5,14.2,11.8,5.4,-3.2,-16.5,-24.3,23,20,23,19,25,38,51,43,26,22,27,26,24.8,41.2,47.6,53,50.9,50.9,52.9,49.6,37.4,26.6,21.7,16.8,-5.875,33.6,-62.7,1392.2,694.3,242,-27.3,14.2,0.6593,265.2625,402.3118,0.6849,257.9457,376.629,0.6803,213.5359,313.8751,166.4199,343,0.0671,0.1487,-6.1,12.5,-4.766666666666667,-22.7,22.333333333333332,44,25,25.333333333333332,50.5,51.13333333333333,28.566666666666666,21.1
181,187,,Lac Mélèze,-126.117,65.217,-28.1,-26.5,-20.2,-8.2,3.7,12.2,14.4,11.6,4.6,-5.9,-20.1,-25.6,20,17,15,16,19,43,55,52,29,27,21,19,19.1,36.2,48.3,51.3,48.7,45.4,46.3,44.3,30.9,20.3,16.6,8.7,-7.341666666666666,34.1,-59.1,1346,690.2,249,-28.1,14.4,0.7979,284.4334,356.4871,0.8205,272.071,331.5885,0.8408,233.2405,277.4168,147.2224,333,0.0601,0.1652,-8.233333333333333,12.733333333333334,-7.133333333333334,-24.6,16.666666666666668,50,25.666666666666668,20,49.43333333333334,45.333333333333336,22.6,14.8
182,188,,Snowshoe Lake,-120.667,57.45,-17.5,-13.8,-8.5,1.6,7.8,12,13.8,12.1,7.3,1.5,-10.5,-15.4,25,21,24,20,42,69,82,61,35,24,25,23,28.7,39.8,44.2,51.1,50.7,51.4,53,53.3,42.3,40.3,30.5,24.6,-0.8,33.2,-56.2,1678.1,813.1,217,-17.5,13.8,0.8563,408.9283,477.5751,0.8778,397.3182,452.6181,0.8908,342.0701,384.0049,141.926,451,0.0554,0.1818,0.3,12.633333333333333,-0.5666666666666664,-14.466666666666667,28.666666666666668,70.66666666666667,28,24.333333333333332,48.666666666666664,52.56666666666666,37.7,27.933333333333334
183,189,,Lone Fox Lake,-119.717,56.717,-18.8,-14.1,-9.3,0.9,7.3,11.3,13.2,12,7.1,1.6,-10.1,-15.3,34,28,31,21,42,68,77,62,40,26,32,31,29.4,39.2,43.4,51.2,51.2,51.5,53.4,53.4,41,40.9,30.8,24.8,-1.183333333333334,32.5,-57.6,1602.3,751.1,220,-18.8,13.2,0.8819,419.6635,475.8484,0.9024,405.7596,449.6614,0.9213,347.441,377.1306,183.4187,492,0.0691,0.1565,-0.36666666666666686,12.166666666666666,-0.4666666666666668,-14.733333333333334,31.333333333333332,69,32.666666666666664,32.333333333333336,48.6,52.76666666666667,37.56666666666667,28.333333333333332
184,190,,Toboggan Lake,-114.6,50.767,-11,-7.4,-4.5,1.2,6.3,10.3,12.8,12.3,7.8,3.6,-4.4,-9.5,28,25,41,57,79,94,65,70,59,31,27,30,32.7,42.7,45.3,47.4,48.9,52.5,60.2,58.3,49.2,49.8,36.4,28.8,1.458333333333334,34.7,-49.8,1618.7,721.7,215,-11,12.8,0.8507,468.6784,550.9188,0.8646,445.4854,515.2427,0.8958,366.5534,409.1692,191.5657,606,0.0462,0.1073,1,11.8,2.3333333333333335,-8.3,59,76.33333333333333,39,28.333333333333332,47.2,57,45.13333333333333,32.63333333333333
185,191,,Lac Ciel Blanc,-122.167,59.517,-22.4,-18.1,-11,0.4,8,13.3,15.3,13.4,7.6,-0.5,-14.5,-20.6,23,19,23,22,43,63,80,62,36,28,24,20,26.3,39.4,44.2,51.4,48.6,51.1,50.3,51.1,43.5,31.3,26,23.3,-2.425,33.6,-55.6,1763.6,944,221,-22.4,15.3,0.8741,401.23,459.0069,0.8955,389.6439,435.1142,0.9148,343.5941,375.6129,144.9015,443,0.0519,0.1806,-0.8666666666666666,14,-2.466666666666667,-19.166666666666668,29.333333333333332,68.33333333333333,29.333333333333332,22.333333333333332,48.06666666666666,50.833333333333336,33.6,25.2
186,192,,Clear Pond [South Carolina],-78.954,33.799,7,8.6,12.9,17.2,21.5,25,26.9,26.5,23.7,18.1,13.5,8.9,101,94,109,73,103,136,169,147,136,81,69,82,57.2,59.7,65.2,70.3,66.7,64.9,64.7,61.8,61.2,64.7,61.8,57.6,17.48333333333333,39.8,-13.9,6401.2,4576.2,0,7,26.9,0.9777,1146.5582,1172.6509,0.9777,1146.5582,1172.6509,0.9777,1146.5582,1172.6509,0,1300,0.0777,0.13,17.2,26.133333333333336,18.433333333333334,9.8,95,150.66666666666666,95.33333333333333,84,67.4,63.8,62.56666666666666,58.866666666666674
187,193,,Roberts Creek,-91.5,42.986,-9.2,-6.1,0.9,8.7,15.1,20.1,22.5,21.1,16.6,10.4,2.2,-6,26,28,54,85,99,105,104,106,90,62,52,36,53.6,64.4,58.9,59.1,65,66.1,67.9,67.3,59.4,59.3,44.2,44.5,8.025,39.9,-36.4,3561,2376.7,147,-9.2,22.5,0.8565,734.3106,857.3683,0.8502,698.3347,821.3925,0.8482,634.4208,747.9985,144.0559,847,0.0307,0.1228,8.233333333333333,21.233333333333334,9.733333333333333,-4.333333333333333,79.33333333333333,105,68,38,61,67.1,54.3,47.43333333333334
188,194,,Eaglenest Lake,-112.1,57.767,-23.5,-18.4,-11,0.9,8.1,13.2,15.4,13.5,7.8,0.8,-10.8,-19.2,25,19,22,22,39,60,78,61,46,30,28,25,33.7,45.4,46.7,54.8,54.2,50.9,53.2,53.5,38.5,36.8,27.1,24.3,-1.9333333333333333,32.9,-52.8,1805,958.4,217,-23.5,15.4,0.85,409.2717,481.5139,0.865,396.2473,458.0878,0.8567,338.0891,394.6578,151.0778,455,0.0549,0.1714,-0.6666666666666666,14.033333333333333,-0.7333333333333337,-17.833333333333332,27.666666666666668,66.33333333333333,34.666666666666664,26,51.9,52.53333333333333,34.13333333333333,28.36666666666667
189,195,,Sherd Lake,-107.011,44.294,-7.5,-5,-1.5,3.9,9.3,14.3,18.3,17.2,11.5,5.9,-1.6,-6.7,22,20,28,43,62,58,31,27,33,26,21,20,58.7,61.9,63.1,60,57.6,62.1,67.4,67.8,63.8,60.9,52.2,55.6,4.841666666666668,32.3,-49.5,2426.3,1399.5,184,-7.5,18.3,0.4606,345.9416,751.114,0.4826,344.1359,713.0464,0.4654,274.7038,590.2452,114.0458,391,0.0563,0.0793,3.9,16.6,5.266666666666667,-5.266666666666667,44.333333333333336,38.666666666666664,26.666666666666668,21,60.23333333333333,65.76666666666667,58.96666666666666,55.5
190,196,,Lake QC,-80.698,46.828,-14.4,-12.6,-6,2.8,10.7,15.8,18.9,17.1,12,5.9,-1.7,-10.6,58,48,58,60,70,83,73,86,99,73,76,64,33.1,41,40.1,46.9,48.9,51,58.4,53.6,38.5,34.9,25,26.2,3.1583333333333328,36.1,-43.3,2498.7,1507.7,186,-14.4,18.9,0.74,461.1422,623.1614,0.7475,439.1211,587.4781,0.7547,391.7218,519.0284,318.9203,848,0.0684,0.0861,2.5,17.26666666666667,5.4,-8.9,62.666666666666664,80.66666666666667,82.66666666666667,66,45.3,54.333333333333336,32.8,28.1
191,197,,Upper Mallot Lake,-84.258,47.308,-13.2,-11.9,-5.9,2,9,12.9,16.2,15.5,11.2,5.2,-1.7,-9.8,101,79,74,73,84,102,89,113,123,123,111,145,31.9,42.3,44.4,49.5,52.8,52.7,57.2,53.2,40.7,31.8,21.2,24.6,2.458333333333333,37.1,-39.8,2162.5,1196.2,194,-13.2,16.2,0.6965,417.2794,599.1154,0.6966,391.5375,562.064,0.7044,339.9487,482.5933,539.5813,1217,0.083,0.0731,1.7,14.866666666666667,4.9,-8.233333333333333,77,101.33333333333333,119,119,48.9,54.366666666666674,31.233333333333334,25.9
192,198,,Tonawa Lake,-77.175,44.85,-11.2,-9.8,-3.3,4.6,11.6,16.4,19.2,18,13.3,7.1,0.8,-7.7,67,61,74,69,75,77,63,71,79,74,79,89,35.3,41.9,40.9,47.2,50.9,54.4,59.7,55.3,44.9,41.4,28.2,28.1,4.916666666666665,36.8,-40.8,2745.1,1676.1,173,-11.2,19.2,0.7294,497.0312,681.4208,0.7265,468.441,644.8055,0.7249,415.475,573.1447,347.3277,878,0.0763,0.0718,4.3,17.866666666666664,7.066666666666666,-6.033333333333334,72.66666666666667,70.33333333333333,77.33333333333333,78.33333333333333,46.333333333333336,56.46666666666666,38.166666666666664,30.53333333333333
193,199,,Floating Island Lake,-107.466,44.5,-7.9,-4.9,-1,4.4,9.7,14.8,18.6,17.6,11.8,6,-1.5,-6.9,22,19,28,42,60,55,28,26,33,26,21,20,57.6,61.2,63.3,60.1,57.8,62.2,68.2,68.3,64.1,60.7,51.3,54.2,5.0583333333333345,33,-50.1,2507.5,1464.8,181,-7.9,18.6,0.4333,328.1722,757.4343,0.4539,327.3714,721.2562,0.4219,254.7573,603.8926,107.6758,380,0.0579,0.0737,4.366666666666666,17,5.433333333333334,-5.433333333333334,43.333333333333336,36.333333333333336,26.666666666666668,21,60.4,66.23333333333333,58.7,54.36666666666667
194,200,,Cottonwood Lake,-99.906,44.836,-10.3,-6.9,-0.5,7.6,14.1,19.8,23.5,22.4,16.2,9.5,0.1,-7.7,8,13,26,50,68,82,66,53,38,30,14,10,59.6,59.1,61,60.9,64.4,69.3,75.5,74.7,68.3,62.6,51.6,51.9,7.3166666666666655,45.2,-39.2,3455.8,2329.7,157,-10.3,23.5,0.5347,458.5078,857.4932,0.5587,458.277,820.2693,0.5574,415.9867,746.3423,61.2627,458,0.0175,0.1441,7.066666666666666,21.9,8.6,-5.966666666666668,48,67,27.333333333333332,10.666666666666666,62.1,73.16666666666667,60.833333333333336,54.36666666666667
195,201,,Lake BI2,-76.378,57.117,-24.2,-24.8,-19.9,-9.8,-0.9,4.7,9.2,9.2,5.5,0.4,-6.7,-18,22,18,19,24,32,48,65,78,79,63,54,33,25.8,42.5,44.8,42.3,32.1,36.3,37.6,34.1,23.1,16,13.1,17.2,-6.275,31.2,-46.4,872.1,262.2,272,-24.8,9.2,0.9025,285.6205,316.4887,0.9169,261.3658,285.0688,0.8721,161.5676,185.2705,248.2275,535,0.0411,0.1215,-10.2,7.7,-0.2666666666666666,-16.3,25,63.666666666666664,65.33333333333333,36.333333333333336,39.73333333333333,36,17.4,18.7
196,202,,Lake LR3,-75.245,58.578,-24.4,-24.9,-20.5,-10.9,-2,4.3,8.9,8.4,4.3,-1,-8,-18.7,22,19,20,24,30,45,61,74,70,55,48,30,23,39.3,44.6,43.9,30,34.8,37.8,34.8,22.4,14.6,12.4,15.5,-7.041666666666668,28.4,-47.2,761.4,206.7,283,-24.9,8.9,0.9339,276.6896,296.2839,0.9509,252.1125,265.1427,0.9218,152.9881,165.9731,251.2011,498,0.0442,0.1225,-11.133333333333333,7.2,-1.5666666666666667,-17.03333333333333,24.666666666666668,60,57.666666666666664,33.333333333333336,39.5,35.8,16.466666666666665,16.966666666666665
197,203,,Lake CH2,-74.583,49.683,-20.3,-18.9,-11.3,-2.2,4.7,12.1,14.6,12.7,7.3,1,-7.3,-17.3,79,73,69,52,80,118,147,133,125,84,95,84,32.4,42.1,41.1,42.8,42.2,44.5,44.3,42.2,33.1,24.3,17.3,28.3,-2.075,31.1,-53.2,1569.1,792.2,233,-20.3,14.6,0.6937,331.2186,477.475,0.7206,313.8745,435.5855,0.7386,253.497,343.2169,509.4091,1139,0.0694,0.1291,-2.9333333333333336,13.133333333333333,0.33333333333333365,-14.966666666666669,67,132.66666666666666,101.33333333333333,86,42.03333333333334,43.666666666666664,24.9,26
198,204,,Buck Lake,-81.332,27.234,16.5,17.2,19.9,22,24.8,26.8,27.4,27.5,26.8,23.8,20.3,17.4,51,67,76,53,110,199,190,187,175,96,53,45,67.3,69.7,74.2,76.5,70.7,65.7,66.8,66.5,65.2,68.1,65.7,65.7,22.533333333333335,38.9,-3.4,8235.9,6410.9,0,16.5,27.5,0.6472,918.9442,1419.847,0.6472,918.9442,1419.847,0.6472,918.9442,1419.847,0,1302,0.0392,0.1459,22.233333333333334,27.233333333333334,23.633333333333336,18.066666666666666,79.66666666666667,192,108,49.666666666666664,73.8,66.33333333333333,66.33333333333333,66.23333333333333
199,205,,Langdale Pond,-83.195,30.642,10.6,12.4,16.4,19.7,23.4,26.3,27.3,27.1,25.2,20.4,15.9,12.1,118,112,129,88,92,137,163,145,103,59,74,106,58,61.4,68.4,74.7,73.6,68.8,64.8,64.5,63.9,67.4,63.3,58.7,19.73333333333333,40.1,-10.7,7219.1,5394.1,0,10.6,27.3,0.8794,1137.9487,1294.0706,0.8794,1137.9487,1294.0706,0.8794,1137.9487,1294.0706,0,1326,0.089,0.1229,19.833333333333332,26.9,20.5,12.866666666666667,103,148.33333333333334,78.66666666666667,99.33333333333333,72.23333333333333,66.03333333333333,64.86666666666667,60
200,206,,Lac Caribou,-64.94,48.198,-11.1,-10.2,-4.9,1,7.3,13.4,17,16.3,11.4,5.7,-0.2,-7.5,102,81,91,90,97,94,101,111,102,122,114,120,37.3,43.2,40.3,39.4,44.9,48.3,51.6,51.5,44.4,38.5,32.1,30.7,3.1833333333333336,32.8,-33.9,2192.2,1227.7,197,-11.1,17,0.9093,527.322,579.9523,0.9159,498.898,544.6977,0.9126,415.8022,455.6028,536.4628,1225,0.0833,0.0824,1.133333333333333,15.566666666666668,5.633333333333334,-6.266666666666667,92.66666666666667,102,112.66666666666667,112,41.53333333333333,50.46666666666667,38.333333333333336,33.36666666666667
201,207,,Lac Côté,-65.95,48.967,-16,-14.8,-8.8,-2.2,4.9,11.9,14.8,12.9,7.8,1.7,-5.2,-12,99,76,91,76,74,93,116,115,98,99,103,122,22.2,29.5,30,33.9,38.6,41.6,44.3,41.8,33.4,26.7,17.8,15.8,-0.41666666666666735,31,-47.7,1611.7,815.7,229,-16,14.8,0.6968,333.4311,478.5007,0.7055,309.5854,438.8335,0.7118,247.6676,347.9213,615.032,1162,0.0852,0.0998,-2.033333333333333,13.2,1.4333333333333333,-11.066666666666668,80.33333333333333,108,100,108,34.166666666666664,42.56666666666667,25.966666666666665,18.6
202,208,,Lac du Diable,-66.125,48.911,-13.8,-12.8,-7.3,-1.1,5.6,12.3,15.4,13.8,9,3.1,-3.3,-9.8,95,73,86,75,77,88,104,110,95,101,102,119,24.7,31.6,31.3,35.1,40.4,43.6,46.7,44.5,36.2,29.7,20.9,18.4,0.925,30.5,-42.6,1775.1,925.3,219,-13.8,15.4,0.7532,380.6195,505.3544,0.7543,354.0292,469.3752,0.7495,283.0519,377.662,566.4967,1125,0.0844,0.0924,-0.9333333333333336,13.833333333333334,2.9333333333333336,-8.966666666666667,79.33333333333333,100.66666666666667,99.33333333333333,105.33333333333333,35.6,44.93333333333334,28.933333333333337,21.333333333333332
203,209,,Lac Faribault,-71.717,58.867,-24.4,-24.5,-20.2,-11.3,-2.3,4.3,8.6,8,3.7,-2.1,-8.9,-19.3,27,24,25,26,32,50,67,74,63,53,45,32,23.4,36.8,44.2,44.7,29,33.4,37.1,35.7,22,14.5,14,17.3,-7.366666666666666,27.5,-47.3,711.4,180.4,288,-24.5,8.6,0.8795,254.727,289.6338,0.8912,229.7921,257.8351,0.8225,129.0278,156.8699,278.4768,518,0.0521,0.1293,-11.266666666666666,6.966666666666666,-2.4333333333333336,-17.533333333333335,27.666666666666668,63.666666666666664,53.666666666666664,34.666666666666664,39.3,35.4,16.833333333333332,18.233333333333334
204,210,,Lac Harriman,-65.839,48.238,-11.8,-10.5,-4.8,1.6,8.2,14.1,17.4,16.2,11.3,5.6,-0.6,-8.2,79,59,70,72,86,89,100,107,88,97,89,96,35.9,42,40,39.7,44.1,46.7,50.3,49.8,42.3,36.5,29.8,28.8,3.2083333333333335,33.4,-35.8,2251.8,1277.9,194,-11.8,17.4,0.9473,546.5966,577.0021,0.9576,520.3085,543.3387,0.9527,439.3566,461.1932,413.8526,1032,0.0766,0.0969,1.6666666666666667,15.9,5.433333333333333,-6.866666666666667,76,98.66666666666667,91.33333333333333,88,41.26666666666667,48.93333333333334,36.2,31.5
205,211,,Tourbière de la Rivière-aux-Feuilles,-72.067,58.233,-24.1,-24,-19.4,-10.4,-1.5,5.2,9.6,8.9,4.5,-1.3,-8.4,-19.1,27,23,24,26,33,52,68,76,67,55,46,31,24.4,37.6,44.1,44.6,30.2,34.4,37.5,36.1,22.6,14.7,14.1,18.4,-6.666666666666667,28.3,-46.6,831.8,258.1,276,-24.1,9.6,0.8697,266.6735,306.6329,0.8815,242.002,274.5244,0.823,151.2179,183.7404,266.2777,528,0.0511,0.1288,-10.433333333333332,7.9,-1.7333333333333334,-17.2,27.666666666666668,65.33333333333333,56,34.666666666666664,39.63333333333333,36,17.133333333333333,18.966666666666665
206,212,,Lac Saint-Jean,-72,48.5,-16.3,-14.9,-7.2,1.9,9.3,15.3,18,16.5,11.5,5.5,-2,-12.3,60,49,52,51,76,79,112,99,95,71,69,74,32.1,39.9,41.7,42.3,44.6,47.3,49.3,47.6,37.8,28.5,21.9,25.8,2.108333333333333,35.7,-43.8,2343.5,1377.6,192,-16.3,18,0.8832,500.7193,566.9417,0.8997,480.4722,534.062,0.8885,415.6526,467.8302,323.4557,887,0.0676,0.1263,1.3333333333333333,16.6,5,-10.2,59.666666666666664,96.66666666666667,78.33333333333333,67.66666666666667,42.86666666666667,48.06666666666666,29.4,26.6
207,213,,Redondo Lake,-155.033,67.683,-27.5,-27.8,-23.8,-14.3,-2.3,5.2,8.2,6.1,0.4,-10.1,-21.2,-25.6,18,17,18,14,9,27,47,52,19,15,18,15,33.6,50.7,55.7,53.3,46.9,41.3,38.4,30.9,32.7,30.3,30.7,32.7,-11.058333333333332,29.3,-50.2,581.2,122.6,297,-27.8,8.2,0.8335,217.9546,261.4885,0.8786,200.3189,228.0069,0.9491,130.7611,137.7763,141.9061,269,0.0669,0.1747,-13.466666666666667,6.5,-10.3,-24.766666666666666,13.666666666666666,42,17.333333333333332,17,51.96666666666667,36.86666666666667,31.233333333333334,32.333333333333336
208,214,,Crowsnest Lake,-146.483,68.333,-27.7,-27.8,-23.5,-14.3,-2.2,5.2,7.4,5.4,-0.2,-11.2,-21.5,-26.6,12,8,9,5,5,21,30,30,9,1,7,8,30.8,45.7,55.1,52.9,47.7,41.8,39.9,33.2,33.4,26.5,30.6,25.3,-11.416666666666666,31.8,-52.6,526.6,84.2,300,-27.8,7.4,0.5566,144.822,260.1962,0.6434,144.8191,225.0789,0.6701,88.8788,132.6307,66.1398,145,0.0828,0.2069,-13.333333333333334,6,-10.966666666666667,-25.266666666666666,6.333333333333333,27,5.666666666666667,9,51.9,38.3,30.166666666666668,28.9
209,215,,Etivlik Lake,-156.033,68.133,-26.8,-27.4,-23.7,-14.8,-2.9,4.6,7.7,5.8,0.4,-10.1,-20.5,-25.2,16,15,16,12,8,24,44,48,18,13,16,13,32.4,50,55.6,53.4,46.8,41.4,38.6,30.9,32.5,29.7,30,31.7,-11.075,28.5,-49.7,535.5,92.5,303,-27.4,7.7,0.7654,194.1017,253.6073,0.8332,183.6182,220.3763,0.8972,110.126,122.7398,127.4568,243,0.0658,0.1811,-13.8,6.033333333333334,-10.066666666666666,-24.166666666666668,12,38.666666666666664,15.666666666666666,15,51.93333333333334,36.96666666666667,30.733333333333334,31.366666666666664
210,216,,Minakokosa Lake,-155.033,66.917,-26.8,-25.6,-20.1,-9.6,2.5,9.7,12,9.4,3.4,-7.5,-19.5,-24.6,16,15,15,13,10,26,45,54,26,24,20,15,35.2,50.6,56.2,54.4,49.6,44,41.2,34.4,35.9,32.1,33,33.5,-8.058333333333332,31.2,-52.6,1067.6,452.5,261,-26.8,12,0.6568,207.4117,315.7853,0.6801,198.0697,291.2439,0.6743,154.0811,228.5135,131.1262,279,0.0573,0.1613,-9.066666666666668,10.366666666666667,-7.866666666666667,-23.633333333333336,12.666666666666666,41.666666666666664,23.333333333333332,17,53.4,39.86666666666667,33.666666666666664,33.9
211,217,,Kollioksak,-156.45,66.967,-25.9,-25.1,-20.3,-10.6,1.1,8.2,10.9,8.7,3,-7.8,-19,-24.1,16,16,16,14,10,25,46,53,24,19,19,14,35,51,56.2,54.2,49.1,43.5,40.6,33.7,35.4,32.1,32.6,34,-8.408333333333333,29.7,-50.6,929.4,347.6,270,-25.9,10.9,0.7579,228.5202,301.5142,0.784,215.6252,275.0458,0.791,160.774,203.2423,129.3491,272,0.0588,0.1691,-9.933333333333332,9.266666666666667,-7.933333333333334,-23,13.333333333333334,41.333333333333336,20.666666666666668,16.333333333333332,53.166666666666664,39.266666666666666,33.36666666666667,33.86666666666667
212,218,,Angal Lake,-153.9,67.133,-29.9,-28.8,-23.3,-12.2,0.4,7.9,9.7,6.7,0.2,-10.9,-23.4,-27.3,22,17,19,13,10,35,50,53,19,16,19,19,35.8,49.9,55.8,53.2,47.8,41.4,38.5,31.7,33.5,30.2,33,31.8,-10.908333333333333,29.8,-52.9,755.3,240.5,284,-29.9,9.7,0.7939,229.9069,289.5972,0.8613,217.8508,252.9373,0.8979,156.9851,174.8291,147.2072,292,0.0753,0.1712,-11.7,8.1,-11.366666666666667,-26.866666666666664,14,46,18,20,52.26666666666667,37.2,32.233333333333334,33.53333333333333
213,219,,Headwaters Lake,-155.05,67.933,-28.7,-28.9,-24.8,-15.2,-2.9,4.7,7.4,5.1,-0.7,-11.5,-22.6,-26.8,20,17,19,13,9,29,47,50,16,12,17,16,33.6,50.1,55.5,53,46.5,40.6,37.7,30.2,32,29.4,30.7,31.6,-12.075,30,-51.3,492.2,71.9,306,-28.9,7.4,0.8042,205.2509,255.2243,0.8577,185.4607,216.2408,0.8924,105.1858,117.8666,144.9258,265,0.0755,0.1774,-14.3,5.733333333333334,-11.6,-26.033333333333335,13.666666666666666,42,15,17.666666666666668,51.666666666666664,36.16666666666667,30.7,31.96666666666667
214,220,,Ranger Lake,-153.65,67.147,-29.9,-28.6,-22.9,-11.7,1,8.5,10.3,7.1,0.5,-10.6,-23.2,-27.2,22,17,19,13,11,35,49,53,21,17,20,19,35.7,49.7,55.8,53.4,48.1,41.7,38.8,32,33.8,30.2,33.1,31.7,-10.558333333333335,29.7,-53.1,819.3,285.7,280,-29.9,10.3,0.8604,253.6168,294.7815,0.9085,237.3309,261.2242,0.9352,173.3947,185.4107,148.9283,296,0.0743,0.1655,-11.2,8.633333333333333,-11.1,-26.766666666666666,14.333333333333334,45.666666666666664,19.333333333333332,20.333333333333332,52.43333333333333,37.5,32.36666666666667,33.5
215,221,,Ruppert Lake,-154.233,67.067,-28.1,-26.7,-21.1,-10.1,2.4,9.7,11.9,9,2.6,-8.4,-20.8,-25.4,18,15,16,13,11,29,46,54,25,25,20,16,35.2,50.2,56.2,54.2,49.3,43.5,40.7,33.8,35.4,31.5,33.1,32.8,-8.75,29.9,-52,1031,431.7,265,-28.1,11.9,0.7027,219.779,312.7839,0.7395,211.1559,285.5299,0.7462,165.7426,222.1241,138.4128,288,0.0625,0.1597,-9.6,10.2,-8.866666666666667,-24.76666666666667,13.333333333333334,43,23.333333333333332,18,53.23333333333333,39.333333333333336,33.333333333333336,33.7
216,222,,Sakana Lake,-147.85,67.433,-26.6,-25.3,-19.8,-10,1.6,8.8,10.6,8.1,2.1,-9.4,-20.1,-25.7,13,9,10,6,8,27,37,38,16,6,11,12,33.9,47.5,55.9,53.6,49,42.6,40.4,33.8,35.2,28.6,33.6,29,-8.808333333333334,29,-54.5,909,334.7,272,-26.6,10.6,0.6372,192.5003,302.1035,0.7022,191.5373,272.7863,0.7019,141.6076,201.7441,79.2644,193,0.0674,0.1917,-9.4,9.166666666666666,-9.133333333333335,-24.133333333333336,8,34,11,12,52.833333333333336,38.93333333333333,32.46666666666667,32.166666666666664
217,223,,Seagull Lake,-145.217,68.267,-27.3,-27.7,-23.6,-14.5,-2.6,4.9,7.3,5.5,0.1,-10.8,-20.9,-26,11,7,7,4,5,19,27,27,11,2,6,7,29,44.5,54.6,52.8,47.9,42.6,40.9,34.8,33.9,26,29.3,23.1,-11.3,29.9,-60.2,519.6,78.3,302,-27.7,7.3,0.511,132.8481,260.0006,0.5901,132.7998,225.0595,0.5894,76.051,129.0403,61.0709,133,0.0827,0.203,-13.566666666666668,5.9,-10.533333333333333,-24.733333333333334,5.333333333333333,24.333333333333332,6.333333333333333,8,51.76666666666667,39.43333333333333,29.733333333333334,27.133333333333336
218,224,,Joe Lake,-157.217,66.767,-24.7,-24.1,-19.4,-10.2,1.3,8.4,11.2,9.2,3.6,-7.1,-18,-23.3,15,16,16,14,10,24,46,55,26,19,19,14,35.3,51.5,56.3,54.3,49.4,43.8,41,34.1,35.9,32.6,32.9,34.8,-7.758333333333332,30.5,-50.5,978.6,381.7,266,-24.7,11.2,0.8985,275.0312,306.1085,0.9261,260.6336,281.4374,0.9806,207.5538,211.6617,127.237,274,0.0547,0.1679,-9.433333333333332,9.6,-7.166666666666667,-22,13.333333333333334,41.666666666666664,21.333333333333332,16,53.333333333333336,39.63333333333333,33.8,34.33333333333333
